280.0 				// vehicle capacity (yards), real number
800.0				// total yardage allowed for a vehicle per day, real number
500				// total number of regular stops for a vehicle allowed per day
3600				// lunch time duration in second, lunch time should start between 11:00am and 12:00 pm
40				// speed: MPH
Stop_ID	X(feet)	Y(feet)	Early_St_Time (HHMM)	Late_St_Time (HHMM)	Svice_Time(Sec)	Load (Yards)	"Stop_Type(0: Depot, 1: regular stop, 2: Landfill)"
1688934	5837790	6944947	0	2400	300	4	1
1688956	5846468	6949681	0	2400	300	3	1
1688961	5877623	6913409	0	2400	300	6	1
1688972	5847529	6964470	0	2400	300	6	1
1688976	5842988	6974081	0	2400	300	6	1
1688978	5842988	6974081	0	2400	300	8	1
1688986	5847529	6964470	0	2400	300	6	1
1688988	5842988	6974081	0	2400	300	8	1
1688989	5842988	6974081	0	2400	60	8	1
1688993	5874610.31	6953460.05	0	2400	300	4	1
1688995	5842988	6974081	0	2400	300	8	1
1689008	5848980	6935272	0	2400	300	4	1
1689011	5814869	6931687	0	2400	360	6	1
1689025	5875753.77	7009883.23	0	2400	60	8	1
1689026	5875753.77	7009883.23	0	2400	60	8	1
1689036	5847821	6944563	0	2400	360	6	1
1689038	5893281	7038934	0	2400	60	3	1
1689067	5853872	6984798	100	700	300	3	1
1689068	5853872	6984798	100	700	60	3	1
1689079	5893374	6888866	0	2400	360	8	1
1689080	5906897	6991872	1200	1700	300	3	1
1689082	5909810	6975899	0	2400	300	6	1
1689083	5909810	6975899	0	2400	60	6	1
1689084	5909810	6975899	0	2400	60	6	1
1689094	5876906	6997545	0	2400	300	24	1
1689095	5876906	6997545	0	2400	60	8	1
1689096	5819870	6848116	0	2400	300	3	1
1689099	5822414	6855708	0	2400	300	6	1
1689137	5844492	6918792	0	2400	360	8	1
1689140	5827537	6855715	0	2400	360	8	1
1689148	5832939	6925869	0	2400	360	9	1
1689149	5832939	6925869	0	2400	60	9	1
1689150	5832939	6925869	0	2400	60	9	1
1689151	5832939	6925869	0	2400	60	4	1
1689152	5832428	6925513	0	2400	360	9	1
1689153	5832428	6925513	0	2400	60	9	1
1689154	5832428	6925513	0	2400	60	6	1
1689155	5832428	6925513	0	2400	60	6	1
1689161	5830507	6927268	0	2400	360	8	1
1689162	5815432	6933820	0	2400	300	8	1
1689163	5815432	6933820	0	2400	60	8	1
1689164	5826251	6925812	0	2400	360	8	1
1689200	5800338	6980947	0	2400	300	4	1
1689202	5816759	6929648	0	2400	360	4	1
1689206	5868048	6932415	0	2400	360	8	1
1689209	5823559	6928305	0	2400	360	2	1
1689210	5823559	6928305	0	2400	300	2	1
1689255	5832159	6835633	0	2400	360	6	1
1689257	5867078	6928305	0	2400	300	8	1
1689262	5847404	6918048	0	2400	360	4	1
1689266	5814869	6931687	100	800	300	4	1
1689267	5814869	6931687	100	800	60	4	1
1689268	5814869	6931687	100	800	60	4	1
1689269	5814869	6931687	100	800	60	4	1
1689270	5814869	6931687	100	800	60	4	1
1689271	5814869	6931687	100	800	60	4	1
1689272	5814869	6931687	100	800	60	4	1
1689273	5814869	6931687	100	800	60	4	1
1689274	5814869	6931687	100	800	60	4	1
1689275	5814869	6931687	100	800	60	2	1
1689276	5814869	6931687	100	800	60	2	1
1689277	5814869	6931687	100	800	60	2	1
1689278	5814869	6931687	100	800	60	2	1
1689279	5814869	6931687	100	800	60	8	1
1689280	5814869	6931687	100	800	60	8	1
1689281	5814869	6931687	100	800	60	8	1
1689282	5814869	6931687	100	800	60	8	1
1689283	5814869	6931687	100	800	60	8	1
1689284	5814869	6931687	100	800	60	8	1
1689285	5814869	6931687	100	800	60	8	1
1689286	5814869	6931687	100	800	60	8	1
1689287	5814869	6931687	100	800	60	8	1
1689288	5814869	6931687	100	800	60	8	1
1689289	5814869	6931687	100	800	60	2	1
1689290	5814869	6931687	100	800	60	2	1
1689378	5805068.01	6935080.85	0	2400	360	8	1
1689379	5804743.74	6935272.08	0	2400	300	6	1
1689380	5804743.74	6935272.08	0	2400	60	6	1
1689381	5804743.74	6935272.08	0	2400	60	6	1
1689382	5804743.74	6935272.08	0	2400	60	6	1
1689383	5804743.74	6935272.08	0	2400	60	6	1
1689384	5804743.74	6935272.08	0	2400	60	4	1
1689385	5804743.74	6935272.08	0	2400	60	4	1
1689386	5815077	6939687	0	2400	300	4	1
1689387	5857272.25	6979622.74	0	2400	300	4	1
1689389	5886002	6959857	930	1700	300	8	1
1689392	5842268	6919490	0	2400	300	8	1
1689393	5842268	6919490	0	2400	60	8	1
1689404	5842268	6919490	0	2400	60	4	1
1689405	5842268	6919490	0	2400	240	4	1
1689423	5878632	6924395	0	2400	300	8	1
1689430	5830443	6934727	0	2400	300	2	1
1689457	5848440	6963856	0	2400	300	8	1
1689462	5882720	6871776	0	2400	300	8	1
1689490	5844948	6957617	0	2400	300	6	1
1689497	5876720.74	6915826.43	0	2400	300	6	1
1689530	5828457	6840367	0	2400	300	8	1
1689531	5828457	6840367	0	2400	60	8	1
1689538	5846461	6961528	0	2400	300	6	1
1689544	5812369	6842923	0	2400	300	2	1
1689562	5815077	6939687	0	2400	300	8	1
1689563	5815077	6939687	0	2400	60	8	1
1689567	5824140	6930944	0	2400	300	6	1
1689568	5824140	6930944	0	2400	60	6	1
1689569	5824140	6930944	0	2400	60	6	1
1689570	5824140	6930944	0	2400	60	6	1
1689571	5824140	6930944	0	2400	60	6	1
1689572	5824140	6930944	0	2400	60	6	1
1689573	5824140	6930944	0	2400	60	6	1
1689578	5844762	6978509	0	2400	360	8	1
1689586	5826809	6935026	0	2400	300	4	1
1689591	5837370	6951456	0	2400	300	8	1
1689609	5900286	6987805	0	2400	300	4	1
1689611	5832561	6924030	0	2400	360	4	1
1689613	5834402	6921183	0	2400	300	4	1
1689622	5828445	6840063	0	2400	360	6	1
1689624	5895040	6987446	0	2400	60	4	1
1689626	5895212	6987423	0	2400	300	4	1
1689628	5900281	6987717	0	2400	300	4	1
1689630	5900262	6987720	0	2400	60	4	1
1689644	5853366.19	6863868.73	0	2400	300	6	1
1689647	5856484	6968300	0	2400	360	6	1
1689653	5892714.84	7032020.22	0	2400	300	6	1
1689654	5892714.84	7032020.22	0	2400	60	3	1
1689662	5820232	6841486	0	2400	300	8	1
1689663	5820232	6841486	0	2400	60	8	1
1689665	5890767	7045134	0	2400	60	2	1
1689672	5815082	6940126	0	2400	300	2	1
1689677	5856417	6986259	0	2400	300	3	1
1689687	5885875	6966213	0	2400	360	8	1
1689695	5832531	6936817	0	2400	360	3	1
1689716	5813351	6867727	0	2400	60	4	1
1689720	5883440	7012198	0	2400	300	8	1
1689722	5883440	7012198	0	2400	360	0	1
1689728	5847579	6918656	0	2400	300	8	1
1689732	5853872	6984798	100	700	300	3	1
1689733	5853872	6984798	100	700	60	3	1
1689734	5812145	6855013	0	2400	300	2	1
1689737	5837042	6935446	0	2400	300	6	1
1689747	5840923	6843500	0	2400	300	4	1
1689772	5901708	7028566	0	2400	360	4	1
1689774	5810839	6970326	900	1700	360	3	1
1689780	5805965	6854690	0	2400	360	2	1
1689785	5886267	6954695	0	2400	300	4	1
1689791	5885564	6958788	0	2400	300	6	1
1689792	5885564	6958788	0	2400	60	6	1
1689798	5844664	6995618	0	2400	300	8	1
1689799	5844664	6995618	0	2400	60	4	1
1689805	5892844	7032115	0	2400	300	2	1
1689807	5841368	7002574	0	2400	360	8	1
1689838	5900265	6987777	0	2400	300	4	1
1689840	5900618	6973011	0	2400	300	4	1
1689847	5852497	6978257	0	2400	60	3	1
1689854	5806829	6855520	0	2400	300	6	1
1689870	5901025	6982125	0	2400	300	4	1
1689893	5842732	6933812	0	2400	300	3	1
1689909	5843616.8	6894056.23	0	2400	360	6	1
1689910	5843616.8	6894056.23	0	2400	60	6	1
1689911	5843616.8	6894056.23	0	2400	60	6	1
1689912	5843616.8	6894056.23	0	2400	60	6	1
1689930	5850785	6935100	0	2400	300	8	1
1689936	5808846	6859724	0	2400	360	18	1
1689937	5803613	6849962	0	2400	300	6	1
1689943	5883849	6954382	0	2400	360	6	1
1689959	5847680	6940053	0	2400	300	4	1
1689965	5845762	6926244	0	2400	300	8	1
1689977	5885410.4	6958673.92	0	2400	300	6	1
1689980	5847324	6979218	0	2400	300	8	1
1689982	5837380	6924534	0	2400	300	8	1
1689992	5853943	6934783	0	2400	60	8	1
1689995	5836080	7039915	0	2400	60	8	1
1689996	5836080	7039915	0	2400	360	8	1
1690009	5815959	6866783	0	2400	300	3	1
1690012	5880365	6881087	0	2400	300	6	1
1690023	5805869	6854727	0	2400	300	4	1
1690024	5806888	6854078	0	2400	300	4	1
1690025	5802842	6851276	0	2400	300	4	1
1690026	5808891	6850053	0	2400	300	4	1
1690027	5802839	6851283	0	2400	60	4	1
1690028	5802839	6851283	0	2400	60	4	1
1690029	5802839	6851283	0	2400	60	4	1
1690030	5808939	6850524	0	2400	300	4	1
1690031	5805869	6854727	0	2400	300	4	1
1690032	5803014	6850925	0	2400	300	4	1
1690033	5803014	6850925	0	2400	60	4	1
1690034	5803014	6850925	0	2400	60	4	1
1690092	5859879	6906048	0	2400	60	8	1
1690093	5892182	6987620	0	2400	300	8	1
1690094	5883016	6995388	0	2400	300	4	1
1690107	5877898	7071277	0	2400	300	4	1
1690108	5898913	7037169	0	2400	300	6	1
1690111	5847609	6946165	0	2400	360	6	1
1690135	5898913	7037169	0	2400	60	4	1
1690146	5885204	6957937	0	2400	300	2	1
1690152	5806416.85	6959863.53	0	2400	300	8	1
1690159	5862571	6922864	0	2400	60	6	1
1690161	5893614.2	7038862.8	0	2400	300	4	1
1690164	5877629	6856123	0	2400	360	6	1
1690179	5859660	6918489	0	2400	300	4	1
1690188	5854647	6955101	0	2400	360	6	1
1690189	5898409	6847304	0	2400	360	6	1
1690190	5893565	7032992	0	2400	300	4	1
1690194	5830407	6924660	0	2400	300	8	1
1690224	5816698	6986610	0	2400	300	4	1
1690239	5853872	6984798	100	700	300	8	1
1690257	5886545	6841034	0	2400	300	6	1
1690266	5898713	6848983	0	2400	300	8	1
1690272	5831474	7032383	0	2400	300	4	1
1690275	5854374	6918320	0	2400	360	2	1
1690283	5900657	6988071	0	2400	60	8	1
1690289	5819103	6871210	0	2400	300	2	1
1690291	5906590	6992108	0	2400	300	4	1
1690300	5858851	6992799	0	2400	360	6	1
1690326	5855397	6934646	0	2400	300	8	1
1690334	5813704	6939629	0	2400	300	6	1
1690342	5872957	6998560	0	2400	360	6	1
1690347	5820291	6872314	0	2400	60	6	1
1690354	5855708	6844506	900	1700	360	3	1
1690358	5842518	6931578	0	2400	360	6	1
1690360	5802978	6851751	0	2400	300	8	1
1690372	5822967	6927457	0	2400	360	6	1
1690373	5822967	6927457	0	2400	60	6	1
1690374	5822967	6927457	0	2400	60	6	1
1690384	5847546	6839182	0	2400	360	6	1
1690385	5856453	6829486	0	2400	60	6	1
1690386	5907933	6843530	0	2400	360	6	1
1690388	5878975	6875085	0	2400	360	8	1
1690390	5835296.24	6848654.53	0	2400	360	8	1
1690392	5898593	6847230	0	2400	360	6	1
1690395	5849396	6947038	0	2400	300	6	1
1690400	5827030	6934969	0	2400	300	4	1
1690467	5811255.52	6939820.34	0	2400	360	8	1
1690472	5858918	6976335	0	2400	60	8	1
1690473	5858918	6976335	0	2400	60	8	1
1690474	5858918	6976335	0	2400	60	8	1
1690481	5860218	6967551	0	2400	360	2	1
1690489	5820711	6861417	0	2400	300	2	1
1690510	5851880	6904428	700	1700	300	6	1
1690530	5874372	6979626	0	2400	60	6	1
1690531	5874372	6979626	0	2400	60	6	1
1690532	5874372	6979626	0	2400	60	6	1
1690533	5874372	6979626	0	2400	60	6	1
1690534	5874372	6979626	0	2400	60	6	1
1690535	5874372	6979626	0	2400	60	6	1
1690536	5874372	6979626	0	2400	60	6	1
1690537	5874372	6979626	0	2400	60	6	1
1690538	5874372	6979626	0	2400	60	6	1
1690539	5874372	6979626	0	2400	60	6	1
1690540	5874372	6979626	0	2400	60	6	1
1690541	5874372	6979626	0	2400	60	6	1
1690542	5874372	6979626	0	2400	60	6	1
1690543	5874372	6979626	0	2400	60	6	1
1690544	5874372	6979626	0	2400	60	6	1
1690545	5874372	6979626	0	2400	60	6	1
1690546	5874372	6979626	0	2400	60	6	1
1690547	5874372	6979626	0	2400	60	6	1
1690548	5874372	6979626	0	2400	60	6	1
1690549	5874372	6979626	0	2400	60	6	1
1690550	5874372	6979626	0	2400	60	6	1
1690551	5874372	6979626	0	2400	60	6	1
1690552	5874372	6979626	0	2400	60	6	1
1690553	5874372	6979626	0	2400	60	6	1
1690554	5874372	6979626	0	2400	60	6	1
1690555	5874372	6979626	0	2400	60	6	1
1690556	5874372	6979626	0	2400	60	6	1
1690634	5874372	6979626	0	2400	60	8	1
1690635	5874372	6979626	0	2400	60	8	1
1690636	5874372	6979626	0	2400	60	8	1
1690637	5874372	6979626	0	2400	60	8	1
1690638	5874372	6979626	0	2400	60	8	1
1690639	5874372	6979626	0	2400	60	4	1
1690640	5874372	6979626	0	2400	60	4	1
1690641	5874372	6979626	0	2400	60	4	1
1690642	5874372	6979626	0	2400	60	4	1
1690643	5874372	6979626	0	2400	60	4	1
1690644	5873165	6978938	0	2400	300	6	1
1690645	5873165	6978938	0	2400	60	6	1
1690646	5873165	6978938	0	2400	60	6	1
1690647	5873165	6978938	0	2400	60	6	1
1690648	5873165	6978938	0	2400	60	6	1
1690649	5873165	6978938	0	2400	60	6	1
1690650	5873165	6978938	0	2400	60	6	1
1690651	5873165	6978938	0	2400	60	6	1
1690652	5873165	6978938	0	2400	60	6	1
1690686	5873165	6978938	0	2400	60	8	1
1690687	5873165	6978938	0	2400	60	8	1
1690688	5873165	6978938	0	2400	60	8	1
1690689	5873165	6978938	0	2400	60	4	1
1690690	5873165	6978938	0	2400	60	4	1
1690691	5873165	6978938	0	2400	60	4	1
1690692	5806951	6858429	0	2400	300	8	1
1690693	5806951	6858429	0	2400	60	8	1
1690694	5806951	6858429	0	2400	60	6	1
1690695	5806951	6858429	0	2400	60	6	1
1690696	5806951	6858429	0	2400	60	6	1
1690697	5806951	6858429	0	2400	60	6	1
1690698	5806951	6858429	0	2400	60	6	1
1690699	5806951	6858429	0	2400	60	6	1
1690700	5806951	6858429	0	2400	60	6	1
1690720	5838219	6846672	0	2400	300	8	1
1690727	5852144	6934957	0	2400	360	6	1
1690729	5838289	6846587	0	2400	360	8	1
1690740	5856417	6986259	0	2400	360	4	1
1690742	5830443	6934727	0	2400	300	4	1
1690743	5843322	6924067	100	700	300	2	1
1690746	5864723	6985926	0	2400	360	8	1
1727063	5872117	6849781	0	2400	300	2	1
1727236	5846347	6961326	0	2400	300	6	1
1813144	5898713	6848983	0	2400	360	6	1
1814390	5855856	6934621	100	700	300	2	1
1814858	5827537	6855715	0	2400	360	18	1
1814859	5827537	6855715	0	2400	60	8	1
1816253	5874834	7010163	0	2400	300	8	1
1816256	5874326	7017131	100	800	300	8	1
1816262	5864893	7006160	700	1700	360	8	1
1816265	5880820	7000447	100	800	300	8	1
1816268	5883400	7011917	100	800	360	8	1
1816271	5869415	7013346	100	800	300	8	1
1816274	5876906	6997545	100	800	300	8	1
1816277	5899487	7001688	0	2400	360	8	1
1816278	5899487	7001688	0	2400	60	8	1
1816281	5878673	6997597	100	800	300	8	1
1816282	5878673	6997597	100	800	60	8	1
1816285	5883400	7011917	100	800	360	8	1
1816286	5883400	7011917	100	800	60	8	1
1816290	5878102	7000806	100	800	360	8	1
1816291	5878102	7000806	100	800	60	8	1
1816294	5876906	6997545	100	800	300	8	1
1816295	5876906	6997545	100	800	60	8	1
1816296	5876906	6997545	100	800	60	8	1
1816483	5844706	6997700	0	2400	300	6	1
1816531	5846039	6960780	0	2400	360	6	1
1819368	5847585.8	6996102.74	0	2400	360	3	1
1819369	5847585.8	6996102.74	0	2400	60	3	1
1819370	5847585.8	6996102.74	0	2400	60	3	1
1819371	5847585.8	6996102.74	0	2400	60	3	1
1819372	5847585.8	6996102.74	0	2400	60	3	1
1819478	5808846	6859724	0	2400	300	24	1
1822362	5812838	6962963	0	2400	300	2	1
1824113	5826835	6925752	100	700	360	8	1
1825092	5898913	7037169	0	2400	300	4	1
1825383	5822158	6860227	0	2400	360	6	1
1825861	5833664.33	6869107.83	0	2400	300	8	1
1825862	5833664.33	6869107.83	0	2400	360	8	1
1830104	5831575	6935959	0	2400	300	6	1
1831551	5871433	6910410	0	2400	300	4	1
1834530	5823616	6956803	0	2400	360	6	1
1834603	5831800	6936749	0	2400	360	3	1
1834808	5843359	6924016	100	700	300	6	1
1836174	5834560	6920191	0	2400	360	4	1
1836754	5853447	6930123	0	2400	60	8	1
1837403	5807473	6935816	0	2400	300	4	1
1838560	5848852	6927017	100	700	300	4	1
1838619	5846352	6961336	0	2400	300	6	1
1839139	5809318	6846712	0	2400	300	2	1
1839450	5838219	6846672	0	2400	300	2	1
1839656	5827704	6924763	100	700	360	3	1
1839691	5801165	6859912	0	2400	300	6	1
1839734	5855319	6914017	0	2400	360	6	1
1840408	5901217	7042953	0	2400	60	8	1
1840409	5901217	7042953	0	2400	300	6	1
1840410	5901217	7042953	0	2400	60	6	1
1840411	5901217	7042953	0	2400	60	6	1
1840412	5901217	7042953	0	2400	60	6	1
1840413	5901217	7042953	0	2400	60	6	1
1840414	5901217	7042953	0	2400	60	6	1
1840415	5901217	7042953	0	2400	60	6	1
1840416	5901217	7042953	0	2400	60	6	1
1840417	5901217	7042953	0	2400	60	4	1
1840765	5813285	6867678	700	1500	60	2	1
1841890	5817193	6867581	100	700	300	6	1
1842535	5849644	6949808	0	2400	360	8	1
1842769	5827401	6941317	0	2400	300	8	1
1842877	5901112	6988076	0	2400	360	8	1
1842891	5827182	6941131	0	2400	300	8	1
1842892	5827182	6941131	0	2400	60	8	1
1843040	5845933	6985502	0	2400	360	6	1
1843448	5813704	6939629	0	2400	300	8	1
1844405	5851018	6935079	0	2400	300	2	1
1845041	5814749	6931797	0	2400	360	8	1
1845289	5824651	6928288	0	2400	300	8	1
1847814	5863752	6925850	0	2400	300	8	1
1849916	5849030	6949929	0	2400	300	8	1
1849918	5849030	6949929	0	2400	60	8	1
1851074	5862564	6979053	0	2400	300	2	1
1851193	5868670	6978172	0	2400	300	8	1
1851194	5868670	6978172	0	2400	60	8	1
1851505	5860120	6968371	0	2400	300	6	1
1851706	5844439	6956586	0	2400	360	18	1
1851754	5847817	6919968	0	2400	360	8	1
1851956	5897344	6981226	0	2400	60	8	1
1852856	5849101.61	6965094.35	0	2400	300	4	1
1854761	5882592	7051489	0	2400	300	4	1
2045493	5853204	6889961	0	2400	60	8	1
2045500	5898167	6847402	0	2400	300	2	1
2045564	5836147	6848427	0	2400	300	4	1
2045665	5888030	7053803	0	2400	300	2	1
2045667	5849989	6966665	0	2400	300	8	1
2045668	5848645	6934873	0	2400	300	4	1
2131793	5815665	6987460	0	2400	300	4	1
2131797	5846162	6941675	0	2400	300	4	1
2131800	5879485	6922418	0	2400	60	8	1
2131802	5832598	6936546	0	2400	60	6	1
2131893	5866761	7009319	700	1700	360	8	1
2131977	5830757	6970652	0	2400	300	8	1
2243954	5823616	6956803	0	2400	300	2	1
2248971	5812745	6943976	0	2400	300	4	1
2248972	5812745	6943976	0	2400	60	4	1
2250037	5830029	6924115	100	700	300	6	1
2250041	5885875	6966213	0	2400	60	8	1
2442207	5814603	6939283	0	2400	300	8	1
2442219	5878337	6961302	0	2400	300	4	1
2442221	5832263	6835698	0	2400	60	8	1
2442224	5806623	6854707	0	2400	300	4	1
2442225	5811713	6857336	0	2400	60	8	1
2442226	5811713	6857336	0	2400	60	8	1
2442230	5839753	6934358	0	2400	60	2	1
2442231	5839753	6934358	0	2400	60	2	1
2442235	5827537	6855715	0	2400	300	18	1
2442236	5800574	6977913	0	2400	300	4	1
2442248	5852497	6978257	0	2400	300	6	1
2442251	5887865	7053829	0	2400	60	8	1
2442252	5887865	7053829	0	2400	60	8	1
2442262	5846275	6961199	0	2400	60	2	1
2442266	5820291	6872314	0	2400	60	0	1
2442267	5820291	6872314	0	2400	300	8	1
2442268	5889431	6984130	0	2400	60	8	1
2442271	5828462	6840478	0	2400	300	3	1
2506954	5808846	6859724	0	2400	120	18	1
2506955	5885341	6958075	0	2400	120	6	1
2506957	5868623	6934149	0	2400	120	3	1
2506966	5855708	6844506	0	2400	120	6	1
1000707	5907658	7038354	0	2400	60	9999	2
70647	5833778	6930620	0	2400	60	9999	2
